Chocolate Covered Marshmallows | 96 | 66 | 4.59493684768677 | 45 m | 2 cups semisweet chocolate chips; 10 large marshmallows | Melt the chocolate in a microwave-safe glass or ceramic bowl in 30-second intervals, stirring after each interval. Do not overheat or chocolate will scorch.; Dip the marshmallows in chocolate using a toothpick or fork to hold them. Place on waxed paper or aluminum foil, and freeze. Let marshmallows sit at room temperature for 5 minutes before serving. | Home; Recipes; Desserts; Chocolate
Peppermint Marshmallows | 100 | 65 | 4.44871807098389 | 4 h 30 m | 3/4 cup water, divided; 3 (.25 ounce) packages unflavored gelatin; 2/3 cup light corn syrup; 2 cups white sugar; 2 teaspoons vanilla extract; 2 teaspoons peppermint extract; 1/4 cup cornstarch; 1/4 cup confectioners' sugar | Line a 9x9 inch baking dish with lightly greased foil or plastic wrap. Grease another piece of foil or plastic wrap to cover the top, and set aside.; Place 1/2 cup of water in the bowl of an electric mixer, and sprinkle gelatin on top of water to soak.; While gelatin is soaking, combine 1/4 cup of water, corn syrup, and sugar in a saucepan, and bring to a boil over medium heat. Boil the mixture hard for 1 minute.; Pour the hot sugar mixture into the gelatin mixture and beat on high for 12 minutes with electric mixer, until the mixture is fluffy and forms stiff peaks. Add vanilla and peppermint extracts, and beat just until blended.; Pour the marshmallow mixture into the prepared baking dish, using a greased spatula to smooth the top of the candy. Cover the candy with the reserved greased foil or wrap, and press down lightly to seal the covering to the top of the candy.; Allow the marshmallow candy to rest for 4 hours or overnight. Mix together cornstarch and confectioner's sugar in a shallow dish. Using oiled scissors or an oiled kitchen knife, cut the marshmallow candy into strips, then into 1 inch squares. Dredge the marshmallows lightly in the cornstarch mixture and store in an airtight container. | Home; Recipes; Desserts; Specialty Desserts; Homemade Marshmallows
Margarita Party Pie | 51 | 51 | 4.37179470062256 | 4 h 30 m | 1 1/2 cups crushed pretzels; 1/4 cup white sugar; 2/3 cup butter, melted; 1 (14 ounce) can sweetened condensed milk; 1/4 cup fresh lime juice; 1/4 cup tequila; 4 tablespoons orange liqueur; 1 cup sliced fresh strawberries; 2 drops red food coloring; 2 drops yellow food coloring; 2 cups whipped cream, divided | In a large bowl, combine crushed pretzels, sugar and butter. Mix well and press onto the bottom and sides of a 9 inch pie pan.; In a large bowl, combine sweetened condensed milk, lime juice, tequila and orange liqueur. Pour half of the mixture into another bowl. Add strawberries and a few drops of red food coloring to one half. To other half, add only a drop or two of yellow food coloring. Fold one cup of whipped cream into each half.; Spoon into crust, alternating colors. Freeze for 4 hours or overnight. | Home; Recipes; Desserts; Specialty Desserts; Liqueur Desserts; Orange Liqueur
Cathy's Peanut Butter Fudge | 75 | 68 | 4.37179470062256 | 25 m | 2 cups packed brown sugar; 1 tablespoon butter; 1/2 cup milk; 1 teaspoon cornstarch; 1 tablespoon water; 1 teaspoon vanilla extract; 1 cup creamy peanut butter | Grease an 8x8 inch square pan.; In a saucepan over medium heat, combine the brown sugar , butter and milk. cook until the mixture reaches the soft ball stage (234-240 degrees F, 112-115 degrees C).; Combine the cornstarch and water, add to the saucepan and mix well. Remove from heat and beat for 2 minutes. Stir in the vanilla and peanut butter until thoroughly blended. Spread batter evenly into the prepared pan. let cool, then cut into squares and enjoy! | Home; Recipes; Desserts; Candy; Fudge; Peanut Butter
Chiffon Cake | 153 | 64 | 4.692307472229 | 1 h 30 m | 2 cups sifted cake flour; 1 1/2 cups white sugar; 1 tablespoon baking powder; 1 teaspoon salt; 1/2 cup vegetable oil; 7 egg yolks; 3/4 cup cold water; 2 teaspoons vanilla extract; 1 teaspoon lemon extract; 7 egg whites; 1/2 teaspoon cream of tartar; 1 recipe Williamsburg Butter Frosting | Preheat oven to 325 degrees F (165 degrees C). Wash a 10 inch angel food tube pan in hot soapy water to ensure it is totally grease free.; Measure flour, sugar, baking powder, and salt into sifter. Sift into bowl. Make a well; add oil, egg yolks, water, vanilla, and lemon flavoring to the well in the order that is given. Set aside. Don't beat.; In a large mixing bowl, beat egg whites and cream of tartar until very stiff. Set aside.; Using same beaters, beat egg yolk batter until smooth and light. Pour gradually over egg whites, folding in with rubber spatula. Do not stir. Pour batter into angel food tube pan.; Bake for 55 minutes. Increase heat to 350 degrees F (175 degrees C), and bake 10 to 15 minutes until done. Invert pan until cool. | Home; Recipes; Desserts; Cakes; Yellow Cake
My Favorite Sugar Cookies | 86 | 63 | 3.89743590354919 | 2 h 38 m | 1 1/2 cups white sugar; 2/3 cup shortening; 2 eggs; 2 tablespoons milk; 1 teaspoon vanilla extract; 3 1/4 cups all-purpose flour; 2 1/2 teaspoons baking powder; 1/2 teaspoon salt; 1 egg white (optional) | Combine sugar and shortening in a mixing bowl. Beat at low speed just until smooth. Mix in eggs, milk, and vanilla.; In separate bowl, whisk flour, baking soda and salt. Pour into sugar mixture and blend until combined.; Shape dough into a ball and wrap with waxed paper or plastic wrap. Refrigerate 2 to 3 hours until easy to handle.; Preheat oven to 400 degrees F (200 degrees C). Lightly grease cookie sheets or line them with parchment paper.; Roll out half of the dough at a time on a lightly floured surface. Keep the remaining dough refrigerated. For crisp cookies, roll paper-thin. For softer cookies, roll 1/8 to 1/4 inch thick.; With floured cookie cutters, cut dough into various shapes. Re-roll dough trimmings into a ball, cover and refrigerate, and continue to cut shapes with chilled dough.; Place cookies 1/2 inch apart on greased cookie sheets. To glaze, brush tops of cookies with heavy or whipping cream or with an egg white slightly beaten with 1 tablespoon of water.; Sprinkle cookies with your choice of toppings; bake 8 minutes or until very light brown. Remove cookies and cool completely. | Home; Recipes; Desserts; Cookies; Sugar Cookies
Peanut Clusters | 137 | 68 | 4.35443019866943 | 20 m | 1 (12 ounce) package semi-sweet chocolate chips; 1 (12 ounce) package peanut butter chips; 12 ounces raw Spanish peanuts | Combine chocolate chips and peanut butter chips in top of double boiler. Stir frequently over low to medium heat until melted; add peanuts and stir.; Drop by teaspoon full on wax paper. Allow to cool. | Home; Recipes; Desserts; Nut Desserts; Peanut Desserts
Meg's Chocolate Chip Oatmeal Cookies | 83 | 71 | 4.20512819290161 | 26 m | 2 cups all-purpose flour; 1/2 teaspoon baking soda; 1/4 teaspoon salt; 1 cup rolled oats; 1 cup unsalted butter, softened; 1 1/3 cups packed dark brown sugar; 2 eggs; 2 teaspoons vanilla extract; 2 cups semisweet chocolate chips | Preheat the oven to 300 degrees F (150 degrees C). Grease cookie sheets. Stir together the flour, baking soda, salt and oats; set aside.; In a medium bowl, cream together the butter and brown sugar until smooth. Beat in the eggs one at a time then stir in the vanilla. Mix in the dry ingredients until well blended before stirring in the chocolate chips. Drop by heaping spoonfuls onto the prepared cookie sheet at least 3 inches apart. Flatten cookies to 1/2 inch thick.; Bake for 21 minutes in the preheated oven, until lightly browned. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely. | Home; Recipes; Desserts; Cookies; Oatmeal Cookies
Chocolate Peanut Butter Pudding Cookies | 72 | 63 | 4.37179470062256 | 30 m | 1 cup butter, softened; 1/4 cup white sugar; 3/4 cup packed brown sugar; 1 teaspoon vanilla extract; 2 eggs; 2 1/4 cups all-purpose flour; 1 teaspoon baking powder; 1 (3.9 ounce) package instant chocolate pudding mix; 1 3/4 cups peanut butter chips | Preheat oven to 350 degrees F (175 degrees C).; In a large bowl, cream together the butter, white sugar and brown sugar until smooth. Beat in the eggs one at a time, then stir in the vanilla. Combine the flour, baking powder and instant pudding mix; stir into the creamed mixture. Fold in the peanut butter chips. Drop by rounded spoonfuls onto ungreased cookie sheets.; Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely. | Home; Recipes; Desserts; Cookies; Drop Cookies
Italian Wedding Cake | 90 | 62 | 4.6538462638855 | 1 h 35 m | 1/2 cup buttermilk; 1 teaspoon baking soda; 1 teaspoon salt; 1/2 cup shortening; 1/2 cup margarine; 2 cups white sugar; 5 egg yolks; 1/4 teaspoon almond extract; 1 teaspoon vanilla extract; 2 cups all-purpose flour; 5 egg whites; 1/2 cup drained crushed pineapple; 1/2 cup flaked coconut; 1 cup chopped pecans; 3/4 cup butter, softened; 1 (8 ounce) package cream cheese, softened; 4 cups confectioners' sugar; 2 teaspoons vanilla extract; 1 cup chopped pecans | Preheat oven to 350 degrees F (175 degrees C). Grease and flour three 8 inch pans. Combine the buttermilk, baking soda and salt. Set aside.; In a large bowl, cream together the shortening, margarine and sugar until light and fluffy. Beat in the egg yolks one at a time, then stir in 1 teaspoon vanilla and almond extract. Beat in the buttermilk mixture alternately with the flour, mixing just until incorporated. In a separate bowl, beat the egg whites until they form stiff peaks. Gently fold the egg whites into the batter. Stir in pineapple, coconut and 1 cup pecans.; Pour batter evenly into prepared pans. Bake in the preheated oven for 35 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow cake layers to cool 10 minutes in pans, then turn out onto wire racks to cool completely.; To make the frosting: Cream together the butter, cream cheese and confectioners' sugar until blended. Stir in 2 teaspoons vanilla and 1 cup pecans. If frosting is too stiff to spread, stir in milk a teaspoon at a time until it reaches desired consistency. | Home; Recipes; World Cuisine; European; Italian
Haystacks IV | 86 | 65 | 4.55128192901611 | 1 h | 2 cups butterscotch chips; 1 cup peanut butter; 2 (5 ounce) cans chow mein noodles; 4 cups miniature marshmallows | In the microwave or over a double boiler, melt butterscotch chips and peanut butter, stirring frequently until smooth. Stir in chow mein noodles and marshmallows to blend well. Drop by heaping teaspoonfuls onto waxed paper and chill until set. | Home; Recipes; Pasta and Noodles; Noodles
Plum Buckle | 113 | 67 | 4.60256433486938 | 1 h 15 m | 7 cups pitted and quartered plums; 2/3 cup butter, softened; 1 1/2 cups white sugar; 2 eggs; 3 cups sifted all-purpose flour; 1 tablespoon baking powder; 1/2 teaspoon salt; 2 cups milk; 2 teaspoons vanilla extract; 1 cup white sugar; 1/2 cup butter, softened; 1/4 cup all-purpose flour; 1 teaspoon cinnamon | Preheat oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish.; Place the plums into the bottom of the prepared baking dish. In a large bowl, mash together 2/3 cup butter with 1 1/2 cup of white sugar until the mixture is smooth and creamy. Beat in eggs, one at a time. Stir in 3 cups of flour, the baking powder, and salt. Mix in the milk and vanilla extract to make a smooth batter. Pour the batter over the plums. Mix 1 cup of sugar, 1/2 cup of butter, 1/4 cup of flour, and cinnamon together in a bowl to make a crumbly topping; spread over the batter.; Bake in the preheated oven until a toothpick inserted in the center of the cake comes out clean, 45 to 50 minutes. | Home; Recipes; Desserts; Fruit Desserts
Peppermint Marshmallows | 100 | 65 | 4.44871807098389 | 4 h 30 m | 3/4 cup water, divided; 3 (.25 ounce) packages unflavored gelatin; 2/3 cup light corn syrup; 2 cups white sugar; 2 teaspoons vanilla extract; 2 teaspoons peppermint extract; 1/4 cup cornstarch; 1/4 cup confectioners' sugar | Line a 9x9 inch baking dish with lightly greased foil or plastic wrap. Grease another piece of foil or plastic wrap to cover the top, and set aside.; Place 1/2 cup of water in the bowl of an electric mixer, and sprinkle gelatin on top of water to soak.; While gelatin is soaking, combine 1/4 cup of water, corn syrup, and sugar in a saucepan, and bring to a boil over medium heat. Boil the mixture hard for 1 minute.; Pour the hot sugar mixture into the gelatin mixture and beat on high for 12 minutes with electric mixer, until the mixture is fluffy and forms stiff peaks. Add vanilla and peppermint extracts, and beat just until blended.; Pour the marshmallow mixture into the prepared baking dish, using a greased spatula to smooth the top of the candy. Cover the candy with the reserved greased foil or wrap, and press down lightly to seal the covering to the top of the candy.; Allow the marshmallow candy to rest for 4 hours or overnight. Mix together cornstarch and confectioner's sugar in a shallow dish. Using oiled scissors or an oiled kitchen knife, cut the marshmallow candy into strips, then into 1 inch squares. Dredge the marshmallows lightly in the cornstarch mixture and store in an airtight container. | Home; Recipes; Desserts; Specialty Desserts; Homemade Marshmallows
Banana Trifle | 116 | 63 | 4.73076915740967 | 30 m | 2 (3.5 ounce) packages instant banana pudding mix; 1 quart cold milk; 2 bananas, chopped; 4 cups heavy cream; 4 teaspoons vanilla extract; 1 cup confectioners' sugar; 1 (12 ounce) package prepared pound cake, cubed; 1/2 (12 ounce) box vanilla wafers (such as Nilla®), crushed | Whisk pudding mix with milk until smooth. Stir in chopped bananas; set aside.; In a large bowl, whip cream until stiff peaks are just about to form. Beat in vanilla and sugar until peaks form. Make sure not to over-beat, or cream will become lumpy and butter-like.; Layer half the pound cake cubes, half the pudding, half the whipped cream, and half the crushed vanilla wafers in a trifle bowl. Repeat with the remaining cake, pudding, and whipped cream, and top with the remaining crushed wafers. Chill in the refrigerator until ready to serve. | Home; Recipes; Desserts; Specialty Desserts; Trifles
Vanilla Cherry Ice Cream | 91 | 66 | 4.57692289352417 | 5 h 15 m | 2 cups heavy cream; 1 cup milk; 3/4 cup white sugar; 1 tablespoon vanilla extract; 1 teaspoon almond extract; 2 cups fresh cherries, pits removed and cut in half | Combine the cream, milk, and sugar in a bowl. Stir until the sugar is completely dissolved. Stir in the vanilla and almond extract. Add the cherries. Pour the mixture into an ice cream maker and churn according to the manufacturer's instructions. Transfer to a freezer-safe container and freeze for at least 2 hours before serving. | Home; Recipes; Desserts; Fruit Desserts; Cherry Desserts
Gina's Pound Cake | 91 | 67 | 4.51948070526123 | 1 h 30 m | 3 cups white sugar; 1 cup butter; 1 (8 ounce) package cream cheese, softened; 6 eggs; 3 cups all-purpose flour; 1/4 teaspoon baking soda; 1/2 teaspoon salt; 1 teaspoon vanilla extract; 1/2 teaspoon lemon extract; 1/2 teaspoon orange extract | Do not preheat oven. Spray a 10 inch Bundt pan with vegetable oil spray. Sift together flour, soda and salt and set aside.; In a large bowl, cream together the butter, sugar and cream cheese until light and fluffy. Beat in the eggs one at a time, mixing thoroughly after each addition. Pour the flour mixture into the batter and gently fold in with a spatula. Stir in the vanilla, lemon and orange flavoring. Batter will be very thick.; Pour batter into prepared 10 inch Bundt pan. Place cake in oven and set thermostat to 350 degrees F (175 degrees C). Bake for 60 to 70 minutes or until the top is golden brown and then turn the oven off. Let the cake sit in the oven for an additional 15 minutes. Remove from oven and cool in pan for 15 minutes. Turn cake over onto a cake plate and allow to cool while covered. | Home; Recipes; Desserts; Cakes; Pound Cake
Allie's Delicious Baked Dumplings | 68 | 61 | 4.44155836105347 | 1 h | 1 (17.5 ounce) package frozen puff pastry, thawed; 1 cup white sugar; 3/8 cup dry bread crumbs; 3 tablespoons ground cinnamon; 1 pinch ground nutmeg; 1 egg, beaten; 4 Granny Smith apples - peeled, cored and halved; 1 cup confectioners' sugar; 1 teaspoon vanilla extract; 3 tablespoons milk | Preheat oven to 425 degrees F (220 degrees C). Lightly grease a baking sheet.; Roll out each sheet of pastry to measure 12x12 inches. Cut into quarters, to make 8 - 6 inch squares.; In a small bowl, combine sugar, bread crumbs, cinnamon and nutmeg. Brush a pastry square with beaten egg. Place 1 tablespoon bread crumb mixture in center. Place one apple half, core side down, over bread crumbs. Top with another tablespoon of mixture. Pull up four corners of pastry and pinch sides together to seal seams completely. Repeat with remaining apples.; Brush each dumpling with beaten egg. Place in preheated oven for 15 minutes, then reduce heat to 350 degrees F (175 degrees C) and continue baking 25 minutes more, until lightly browned. Let cool completely at room temperature.; To make icing, combine confectioners' sugar and vanilla and enough milk to make a drizzling consistency. Drizzle over cooled dumplings. Serve the same day. | Home; Recipes; Desserts; Fruit Desserts; Apple Desserts
Quick Cake | 96 | 69 | 4.22077941894531 | 40 m | 1 1/2 cups sifted pastry flour; 1 cup white sugar; 1/4 cup unsweetened cocoa powder; 1 teaspoon baking powder; 1 teaspoon baking soda; 1/4 teaspoon salt; 1 cup water; 1/3 cup vegetable oil; 1/4 cup white vinegar; 1 teaspoon vanilla extract | Preheat oven to 350 degrees F (175 degrees C). Have ready an un-greased 8 inch square pan.; Sift together the flour, sugar, cocoa, baking powder, baking soda and salt into an un-greased pan. Make a well in the center and pour in the water, oil, vinegar and vanilla. Mix until blended.; Bake in the preheated oven for 25 to 30 minutes, or until a toothpick inserted into the center of the cake comes out clean. Allow to cool. | Home; Recipes; Desserts; Chocolate
Graham Cracker Bars | 171 | 63 | 4.37662315368652 | 17 m | 2 cups graham cracker crumbs; 2 cups flaked coconut; 1/4 cup margarine, melted; 1 (14 ounce) can sweetened condensed milk; 4 (1.55 ounce) bars milk chocolate candy | Preheat the oven to 400 degrees F (200 degrees C). Grease an 8x8 inch baking dish.; In a medium bowl, stir together the graham cracker crumbs and coconut. Pour in the condensed milk and melted margarine, mix until well blended. Press the mixture evenly into the prepared pan.; Bake for 10 to 12 minutes in the preheated oven. Remove and let cool. Melt chocolate bars in a microwave or over a double boiler, stirring occasionally until smooth. Spread over the cooled bars, chill and cut into squares. | Home; Recipes; Desserts; Cookies; Bar Cookies
Whoopie Pies VII | 91 | 66 | 3.97402596473694 | 35 m | 2 cups all-purpose flour; 1 teaspoon baking soda; 1/4 teaspoon salt; 1/3 cup unsweetened cocoa powder; 1 cup white sugar; 1 egg; 1/2 cup vegetable oil; 1 teaspoon vanilla extract; 3/4 cup milk; 1/2 cup milk; 2 1/2 tablespoons all-purpose flour; 1/2 cup shortening; 1/2 cup white sugar; 1/2 teaspoon salt; 1 tablespoon vanilla extract | Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. Sift together the 2 cups flour, baking soda,1/4 teaspoon salt, cocoa and 1 cup sugar. Set aside.; In a medium bowl stir together the egg, oil, 1 teaspoon vanilla and 3/4 cup of milk until well blended. Gradually stir in the sifted dry ingredients. Drop by tablespoonfuls onto the prepared cookie sheets.; Bake for 10 to 12 minutes in the preheated oven, until firm. Allow to cool on baking sheet for 5 minutes before removing to wire racks to cool completely.; To make the filling: In a medium saucepan, whisk together the 1/2 cup of milk and 2 1/2 tablespoons flour. Cook over medium-high heat, stirring frequently, until thick. Remove from heat set aside to cool. In a medium bowl, Beat together the shortening, 1/2 cup sugar, 1/2 teaspoon salt and 1 tablespoon vanilla. Stir in the cooked milk mixture and beat for an additional 20 minutes, until really fluffy. Sandwich filling between two cookies. ENJOY!! | Home; Recipes; Desserts; Cookies; Whoopie Pies
Banana Wake-Up Bars | 112 | 63 | 4.15584421157837 | 1 h | 1/3 cup peanut butter; 1/3 cup brown sugar; 2 1/2 tablespoons butter; 1 egg; 1/2 teaspoon vanilla extract; 1 ripe banana, mashed; 2/3 cup rolled oats; 1/3 cup all-purpose flour; 2 tablespoons wheat germ; 1/4 teaspoon baking soda | Preheat oven to 350 degrees F (175 degrees C). Grease a 9x9-inch baking pan.; In a mixing bowl, beat together the peanut butter, brown sugar, and butter with an electric mixer until smooth and fluffy. Beat in the egg and vanilla extract, then the banana. Stir in the oats, flour, wheat germ, and baking soda until completely combined. Spread in prepared baking pan.; Bake in the preheated oven until set and lightly browned, 20 to 25 minutes. Remove from oven and cool in pan on wire rack before cutting into bars. | Home; Recipes; Breakfast and Brunch
