Vegan Bean Taco Filling | 450 | 273 | 4.554123878479 | 30 m | 1 tablespoon olive oil; ; ; ; ; ; ; ; ; ;  |  | Home; Recipes; World Cuisine; Latin American; Mexican
Restaurant-Style Prime Rib Roast | 694 | 324 | 4.51490497589111 | 5 h 40 m | 1 (14 pound) roast-ready prime rib roast (ribs cut off and tied to roast); 3/4 cup all-purpose flour; 2 teaspoons freshly ground black pepper; 2 teaspoons salt; 2 teaspoons paprika; 1 teaspoon onion powder; 1/2 teaspoon garlic powder; 1/4 teaspoon celery seed | Remove prime rib from refrigerator and allow the meat to come to room temperature, about 3 hours depending on the size of the roast.; Preheat oven to 425 degrees F (220 degrees C). Line a roasting pan with aluminum foil.; Unwrap the roast and place onto roasting pan; blot with paper towels. Sift together flour, pepper, salt, paprika, onion powder, garlic powder, and celery seed into a small bowl. Coat the roast all over with the flour mixture.; Roast in preheated oven until cooked to your desired degree of doneness; about 4 1/2 hours (20 minutes a pound) for medium-rare. Roast to an internal temperature of 120 degrees F (49 degrees C) for medium-rare; 130 degrees F (54 degrees C) for medium; or 140 degrees F (60 degrees C) for well done.; When the roast has finished cooking, take it out of the oven, and cover with aluminum foil. Allow to rest in a warm spot for 30 minutes to 1 hour before slicing. | Home; Recipes; Main Dish; Roasts
Chef John's Swedish Meatballs | 827 | 290 | 4.62330627441406 | 2 h 5 m | Meatballs:; 2 tablespoons butter; 1/2 yellow onion, finely chopped; 1 1/2 teaspoons fine salt; 1/4 cup milk; 2 large eggs; 1/3 cup plain bread crumbs; 3/4 teaspoon freshly ground black pepper; 1/4 teaspoon ground nutmeg; 1/4 teaspoon ground allspice; 1 pinch cayenne pepper, or to taste; 1 pound ground beef chuck; 1 pound ground pork; Gravy:; 2 tablespoons butter; 3 tablespoons all-purpose flour; 3 1/4 cups beef broth; 1/2 cup heavy cream; 1/2 teaspoon white sugar; 1/4 teaspoon Worcestershire sauce; salt and freshly ground black pepper to taste; cooking spray | Melt 2 tablespoons butter in a large skillet over medium heat. Cook and stir onion and 1 1/2 teaspoons salt in butter until onion begins to turn translucent, about 6 minutes.; Transfer onion mixture to a large bowl. Add milk, eggs, bread crumbs, black pepper, nutmeg, allspice, and cayenne pepper to the breadcrumb mixture; stir to combine.; Mix beef and pork into the bread crumb mixture. Cover with plastic wrap and refrigerate for 1 hour.; Melt 2 tablespoons butter in a large skillet over medium heat; whisk flour into butter and cook until golden brown, 4 to 5 minutes. Slowly whisk beef broth into butter mixture.; Increase heat to medium-high, whisk cream into mixture and bring to a simmer. Stir sugar and Worcestershire sauce into gravy. Simmer until slightly thickened, 6 to 7 minutes. Season with salt and black pepper. Remove from heat and set aside.; Preheat oven to 425 degrees F (220 degrees C). Line a baking sheet with aluminum foil and lightly coat foil with cooking spray.; Roll 2 to 3 tablespoons meatball mixture into a ball using wet hands; repeat with remaining meatball mixture. Place meatballs on the prepared baking sheet.; Bake in the preheated oven until browned, about 20 minutes. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C).; Transfer meatballs to the gravy and cook over medium-low heat until warmed through, about 5 minutes. | Home; Recipes; World Cuisine; European; Scandinavian
RamJam Chicken | 287 | 235 | 4.53658533096313 | 3 h 35 m | 1/4 cup soy sauce; 3 tablespoons dry white wine; 2 tablespoons lemon juice; 2 tablespoons vegetable oil; 3/4 teaspoon dried Italian-style seasoning; 1 teaspoon grated fresh ginger root; 1 clove garlic, crushed; 1/4 teaspoon onion powder; 1 pinch ground black pepper; 8 skinless, boneless chicken breast halves - cut into strips | In a large, resealable plastic bag, combine the soy sauce, wine, lemon juice, oil, Italian-style seasoning, ginger, garlic, onion powder, and ground black pepper. Place chicken in the bag. Seal, and let marinate in the refrigerator for at least 3 hours, or overnight.; Preheat an outdoor grill for medium-high heat.; Thread the chicken onto skewers, and set aside. Pour marinade into a small saucepan, and bring to a boil over high heat.; Lightly oil the grill grate. Cook chicken on the prepared grill for approximately 8 minutes per side, basting with the sauce several times. Chicken is done when juices run clear. | Home; Recipes; Meat and Poultry; Chicken; Chicken Breasts; Healthy
Harvest Rice Dish | 463 | 297 | 4.58695650100708 | 1 h 45 m | 1/2 cup slivered almonds; 2 cups chicken broth; 1/2 cup uncooked brown rice; 1/2 cup uncooked wild rice; 3 tablespoons butter; 3 onions, sliced into 1/2 inch wedges; 1 tablespoon brown sugar; 1 cup dried cranberries; 2/3 cup fresh sliced mushrooms; 1/2 teaspoon orange zest; salt and pepper to taste | Place almonds on an ungreased baking sheet. Toast at 350 degrees F (175 degrees C) for 5 to 8 minutes.; Mix broth, brown rice, and wild rice in a medium saucepan, and bring to boil. Reduce heat to low, cover, and simmer 45 minutes, until rice is tender and broth is absorbed.; In medium skillet, melt butter over medium-high heat. Add onions and brown sugar. Saute until butter is absorbed and onions are translucent and soft. Reduce heat, and cook onions for another 20 minutes, until they are caramelized.; Stir cranberries and mushrooms into the skillet. Cover, and cook 10 minutes or until berries start to swell. Stir in almonds and orange zest, then fold the mixture into the cooked rice. Salt and pepper to taste. | Home; Recipes; Everyday Cooking
Three Cheese Baked Pasta | 402 | 288 | 4.62568283081055 | 1 h 20 m | 1 pound uncooked pasta; 1 pound ground beef; 1 onion, chopped; 6 1/2 cups tomato pasta sauce; 6 ounces provolone cheese, thinly sliced; 1 1/2 cups sour cream; 6 ounces mozzarella cheese, shredded; 1/2 cup grated Parmesan cheese | Bring a large pot of lightly salted water to a boil. Cook pasta in boiling water until al dente. Drain.; Meanwhile, cook ground meat and onion in a skillet over medium heat, stirring frequently, until meat is browned. Stir in pasta sauce, reduce heat, and simmer for 15 minutes.; Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9x13 inch baking dish. Layer the ingredients in the prepared baking dish as follows: half of the cooked pasta, all the provolone cheese, all the sour cream, half of the sauce mixture, remaining pasta, mozzarella cheese, and remaining sauce mixture. Top with grated Parmesan cheese.; Bake in preheated oven for 30 minutes, or until bubbly. | Home; Recipes; Main Dish; Pasta
Kosher Salt Encrusted Prime Rib Roast | 457 | 318 | 4.74863386154175 | 4 h 40 m | 2 cups coarse kosher salt; 4 pounds prime rib roast; 1 tablespoon ground black pepper; 1 tablespoon seasoning salt | Preheat oven to 210 degrees F (100 degrees C).; Cover the bottom of a roasting pan with a layer of kosher salt. Place the roast, bone side down, on the salt. Season the meat with the ground black pepper and seasoning salt, then cover completely with kosher salt.; Roast in preheated oven for 4 to 5 hours, or until the internal temperature of the meat reaches 145 degrees F (63 degrees C).; Remove from oven and let rest for 30 minutes. This sets the juices and makes the roast easier to carve. (Note: Be sure to remove all the salt from the roast before serving.) | Home; Recipes; Main Dish; Roasts
Stuffed Shells IV | 511 | 268 | 4.59945487976074 | 1 h 15 m | 1 (12 ounce) package jumbo pasta shells; 8 ounces mushrooms, diced; 3 cloves garlic, minced; 1 onion, chopped; 1 pound ground turkey; salt and pepper to taste; 1 (10 ounce) package frozen chopped spinach, thawed and drained; 2 tablespoons chopped fresh parsley; 2 cups cottage cheese; 1 cup freshly grated Parmesan cheese; 1 (32 ounce) jar spaghetti sauce; 1 (8 ounce) package mozzarella cheese, shredded | Preheat oven to 350 degrees F (175 degrees C).; Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. Set aside in warm water.; In a large heavy skillet saute mushrooms, garlic and onions. Add ground turkey and cook until evenly brown. Season with salt and pepper. Remove from heat, and stir in spinach, parsley, cottage cheese and Parmesan cheese.; Stuff the cooked shells with the mixture, and place in a 9x13 inch baking dish. Cover with spaghetti sauce, and sprinkle top with mozzarella cheese.; Cover with foil, and bake in preheated oven for 30 to 45 minutes, or until heated through. | Home; Recipes; Meat and Poultry; Turkey; Ground
Chef John's Crab Cakes | 895 | 284 | 4.63114738464355 | 1 h 23 m | 8 saltine crackers, finely crushed; 2 tablespoons mayonnaise; 1/2 teaspoon Dijon mustard; 1/2 teaspoon seafood seasoning (such as Old Bay®); 1/4 teaspoon Worcestershire sauce; 1 egg, beaten; salt to taste; 1 pinch cayenne pepper (optional); 1 pound fresh crabmeat, well drained; 1/4 cup dry bread crumbs; 2 tablespoons butter | Mix saltine crackers, mayonnaise, Dijon mustard, seafood seasoning, Worcestershire sauce, egg, salt, and cayenne pepper in a large bowl.; Stir in crabmeat until mixture is combined but still chunky. Cover and refrigerate for 1 hour.; Sprinkle breadcrumbs on a plate.; Shape chilled crab mixture into 4 small thick patties; coat completely with bread crumbs.; Melt butter in a skillet over medium-heat; cook crab cakes until golden brown, about 4 minutes per side. | Home; Recipes; Appetizers and Snacks; Seafood; Crab; Crab Cakes
Pork Carnitas | 781 | 278 | 4.84848499298096 | 3 h 45 m | 1/4 cup vegetable oil; 4 pounds pork shoulder, cut into several large pieces; 3 tablespoons kosher salt; 1 onion, chopped; 1 clove garlic, crushed; 3 tablespoons lime juice; 1 tablespoon chili powder; 1/2 teaspoon dried oregano; 1/2 teaspoon ground cumin; 4 (14.5 ounce) cans chicken broth | Heat the vegetable oil in a large Dutch oven over high heat. Season the pork shoulder with salt, then arrange the pork in the Dutch oven. Cook until browned on all sides, about 10 minutes. Add the onion, garlic, lime juice, chili powder, oregano, and cumin. Pour in the chicken broth, and bring to a boil. Reduce heat to medium-low, cover, and continue to simmer until pork is very tender, about 2 1/2 hours.; Preheat the oven to 400 degrees F (200 degrees C).; Transfer the pork shoulder to a large baking sheet, reserving the cooking liquid. Drizzle with a small amount of the reserved cooking liquid and lightly season with salt.; Bake the pork in the preheated oven until browned, about 30 minutes. Drizzle more of the cooking liquid on the meat every 10 minutes, and use two forks to shred the meat as it browns. | Home; Recipes; World Cuisine; Latin American; Mexican
Italian Grilled Cheese Sandwiches | 318 | 265 | 4.61049747467041 | 15 m | 1/4 cup unsalted butter; 1/8 teaspoon garlic powder (optional); 12 slices white bread; 1 teaspoon dried oregano; 1 (8 ounce) package shredded mozzarella cheese; 1 (24 ounce) jar vodka marinara sauce | Preheat your oven's broiler.; Place 6 slices of bread onto a baking sheet. Spread a small handful of the mozzarella cheese over each slice. Top with the remaining 6 slices of bread. Mix together the butter and garlic powder, brush some over the tops of the sandwiches, or spread with the back of a tablespoon. Sprinkle with dried oregano.; Place baking sheet under the broiler for 2 to 3 minutes, until golden brown. Remove pan from oven, flip sandwiches, and brush the other sides with butter, and sprinkle with oregano. Return to the broiler, and cook until golden, about 2 minutes.; Cut sandwiches in half diagonally, and serve immediately with vodka sauce on the side for dipping. | Home; Recipes; World Cuisine; European; Italian
Simply the Easiest Beef Brisket | 802 | 306 | 4.6149582862854 | 4 h 10 m | 1 (3 pound) beef brisket, trimmed of fat; 1 medium onion, thinly sliced; salt and pepper to taste; 1 (12 fluid ounce) can beer; 1 (12 ounce) bottle tomato-based chili sauce; 3/4 cup packed brown sugar | Preheat the oven to 325 degrees F (165 degrees C).; Season the brisket on all sides with salt and pepper, and place in a glass baking dish. Cover with a layer of sliced onions. In a medium bowl, mix together the beer, chili sauce, and brown sugar. Pour over the roast. Cover the dish tightly with aluminum foil.; Bake for 3 hours in the preheated oven. Remove the aluminum foil, and bake for an additional 30 minutes. Let the brisket rest and cool slightly before slicing and returning to the dish. Reheat in the oven with the sauce spooned over the sliced meat. | Home; Recipes; Main Dish; Roasts
Salmon with Tomatoes | 403 | 276 | 4.6408839225769 | 45 m | 1 cup uncooked long grain white rice; 2 cups water; 2 1/2 tablespoons garlic oil; 2 (6 ounce) fillets salmon; salt and pepper to taste; 1/2 teaspoon dried dill weed; 1/4 teaspoon paprika to taste; 2 fresh tomatoes, diced; 1 1/2 teaspoons minced garlic; 1 teaspoon lemon juice; 3 tablespoons chopped fresh parsley; 1/4 cup grated Parmesan cheese; 2 tablespoons butter; 4 dashes hot pepper sauce | In a medium saucepan, bring the rice and water to a boil. Reduce heat to low, cover, and cook 20 minutes.; Heat the garlic oil in a skillet over medium heat. Season the salmon with salt, pepper, dill, and paprika, and cook in the hot oil 1 to 2 minutes on each side, until tender enough to break apart. Break salmon into cubes with a spatula or fork. Mix in the tomatoes, garlic, and lemon juice. Continue cooking until salmon is easily flaked with a fork.; Mix the parsley, Parmesan cheese, butter, and hot pepper sauce into the skillet, and continue cooking 1 to 2 minutes, until well mixed. Serve over the cooked rice. | Home; Recipes; Seafood; Fish; Salmon
Parmesan Sage Pork Chops | 863 | 267 | 4.61944437026978 | 40 m | 2 tablespoons all-purpose flour; 1/4 teaspoon salt; 1 pinch ground black pepper; 1 egg, lightly beaten; 3/4 cup Italian bread crumbs; 1/2 cup grated Parmesan cheese; 1 1/2 teaspoons rubbed sage; 1/2 teaspoon grated lemon zest; 2 boneless pork chops; 1 tablespoon olive oil; 1 tablespoon butter | Preheat oven to 425 degrees F (220 degrees C). Lightly grease a 7x11-inch baking dish.; Mix flour, salt, and ground pepper in a shallow dish. Combine bread crumbs, Parmesan cheese, sage, and lemon peel in a shallow dish. Gently press pork into flour mixture to coat and shake off excess flour. Dip into beaten egg, then press into bread crumbs. Gently toss between your hands so any bread crumbs that haven't stuck can fall away. Place breaded pork onto a plate while breading the rest; do not stack.; Heat olive oil and butter in a skillet over medium heat. Brown pork chops on each side, about 4 minutes per side, then transfer to baking dish.; Bake in preheated oven until juices run clear and a meat thermometer inserted into the middle of pork reads 160 degrees F (71 degrees C), 10 to 15 minutes. | Home; Recipes; Main Dish; Pork; Pork Chops; Boneless
Chef John's Peanut Curry Chicken | 1K | 280 | 4.81058502197266 | 1 h 15 m | 1 tablespoon kosher salt, plus more to taste; 2 teaspoons ground coriander; 2 teaspoons ground cumin; 1 teaspoon ground turmeric; 1 teaspoon paprika; 1/2 teaspoon cayenne pepper; 2 1/2 pounds skinless, boneless chicken thighs, cut into 2-inch pieces; 2 tablespoons vegetable oil; 1 large yellow onion, chopped; 6 cloves garlic, minced; 1 tablespoon finely grated fresh ginger; 3 1/2 cups chicken broth, or to taste; 3/4 cup unsweetened natural peanut butter; 1/2 cup ketchup; 1 tablespoon packed brown sugar; 1 pound zucchini, cut into chunks; 1 red bell pepper, cut into chunks; 1 green poblano pepper, diced; 2 cups hot cooked rice; 1 lime, for garnish; 1/2 cup roasted peanuts, plus more for garnish; 3 tablespoons chopped fresh cilantro, for garnish | Mix salt, coriander, cumin, turmeric, paprika, and cayenne pepper together in a small bowl.; Place chicken pieces in a separate bowl and add 1/2 of the spice blend. Mix together thoroughly to coat each surface with spice blend.; Heat oil over high heat in a heavy pot. Brown half of the chicken pieces on all sides. Transfer to a bowl. Repeat with the rest of the chicken.; Reduce heat to medium and add onion to pot. Saute until onions start to turn translucent and golden, 1 or 2 minutes. Add garlic and ginger; cook about 1 minute. Stir in remaining spice blend; cook and stir one minute. Pour in chicken broth. Add browned chicken along with accumulated juices. Stir in peanut butter and ketchup; add brown sugar. Bring to a simmer and reduce heat to maintain a gentle, steady simmer. Simmer, stirring occasionally, about 30 minutes.; Transfer zucchini, red bell pepper, poblano pepper, and peanuts to the pot. Stir to mix. Continue simmering until chicken and vegetables are fork tender, 30 to 40 minutes. Remove from heat.; Serve over rice with a squeeze of lime and a sprinkle of peanuts and chopped cilantro. | Home; Recipes; Meat and Poultry; Chicken; Chicken Thighs
Mushroom Risotto | 400 | 253 | 4.52528095245361 | 45 m | 1 tablespoon olive oil; 3 small onions, finely chopped; 1 clove garlic, crushed; 1 teaspoon minced fresh parsley; 1 teaspoon minced celery; salt and pepper to taste; 1 1/2 cups sliced fresh mushrooms; 1 cup whole milk; 1/4 cup heavy cream; 1 cup rice; 5 cups vegetable stock; 1 teaspoon butter; 1 cup grated Parmesan cheese | Heat olive oil in a large skillet over medium-high heat. Saute the onion and garlic in the olive oil until onion is tender and garlic is lightly browned. Remove garlic, and stir in the parsley, celery, salt, and pepper. Cook until celery is tender, then add the mushrooms. Reduce heat to low, and continue cooking until the mushrooms are soft.; Pour the milk and cream into the skillet, and stir in the rice. Heat to a simmer. Stir the vegetable stock into the rice one cup at a time, until it is absorbed.; When the rice has finished cooking, stir in the butter and Parmesan cheese, and remove from heat. Serve hot. | Home; Recipes; Main Dish; Rice; Risotto
Grilled Portobello Mushrooms | 317 | 250 | 4.67506980895996 | 35 m | 1/2 cup finely chopped red bell pepper; 1 clove garlic, minced; 1/4 cup olive oil; 1/4 teaspoon onion powder; 1 teaspoon salt; 1/2 teaspoon ground black pepper; 4 portobello mushroom caps | Preheat grill for medium heat.; In a large bowl, mix the red bell pepper, garlic, oil, onion powder, salt, and ground black pepper. Spread mixture over gill side of the mushroom caps.; Lightly oil the grill grate. Place mushrooms over indirect heat, cover, and cook for 15 to 20 minutes. | Home; Recipes; Everyday Cooking
Chicken with Lemon-Caper Sauce | 539 | 266 | 4.53824377059937 | 30 m | 1 pinch salt; 1/2 cup all-purpose flour; 2 (6 ounce) skinless, boneless chicken breast halves; 2 tablespoons olive oil; 1/4 cup dry white wine; 1/4 cup lemon juice; 1/4 cup cold unsalted butter, cut into pieces; 2 tablespoons capers, drained; 2 lemon wedges | Mix together salt and flour in a small dish or plastic bag, then coat chicken and shake off excess. Heat olive oil in a skillet over medium-high heat. Shake excess flour from chicken, then brown in hot oil until both sides are golden-brown, and the inside has turned white and firm, 3 to 4 minutes per side.; Remove the chicken, and set aside in a warm place. Pour white wine into the skillet, and allow to boil as you dissolve the cooked bits from the bottom of the pan. Add the lemon juice, and allow to come to a boil, cook for a few minutes until reduced by half.; Sprinkle the cubed butter into the boiling sauce. Swirl and shake the pan vigorously to dissolve the butter, thus thickening the sauce. The butter must never come to rest, or the sauce will separate and become oily. Once the butter has completely incorporated, remove from heat and stir in capers.; To serve, pour lemon-caper sauce over the chicken, and serve with a wedge of lemon. | Home; Recipes; Meat and Poultry; Chicken; Chicken Breasts
