Chef John's Stuffed Peppers | 4K | 1193 | 4.79104471206665 | 1 h 50 m | 1 cup uncooked long grain white rice; 2 cups water; 1 onion, diced; 1 tablespoon olive oil; 2 cups marinara sauce; 1 cup beef broth; 1 tablespoon balsamic vinegar; 1/4 teaspoon crushed red pepper flakes; 1 pound lean ground beef; 1/4 pound hot Italian pork sausage, casing removed; 1 (10 ounce) can diced tomatoes; 1/4 cup chopped fresh Italian parsley; 4 cloves garlic, minced; 2 teaspoons salt; 1 teaspoon freshly ground black pepper; 1 pinch ground cayenne pepper; 4 large green bell peppers, halved lengthwise and seeded; 1 cup finely grated Parmigiano-Reggiano cheese, plus more for topping | Preheat the oven to 375 degrees F (190 degrees C).; Bring rice and water to a boil in a saucepan over high heat. Reduce heat to medium-low, cover, and simmer until the rice is tender, and the liquid has been absorbed, 20 to 25 minutes. Set the cooked rice aside.; Cook onion and olive oil over medium heat until onion begins to soften, about 5 minutes. Transfer half of cooked onion to a large bowl and set aside.; Stir marinara sauce, beef broth, balsamic vinegar, and red pepper flakes into the skillet; cook and stir for 1 minute.; Pour sauce mixture into a 9x13-inch baking dish and set aside.; Combine ground beef, Italian sausage, diced tomatoes, Italian parsley, garlic, salt, black pepper, and cayenne pepper into bowl with reserved onions; mix well. Stir in cooked rice and Parmigiano Reggiano. Stuff green bell peppers with beef and sausage mixture.; Place stuffed green bell pepper halves in the baking dish over tomato sauce; sprinkle with remaining Parmigiano-Reggiano, cover baking dish with aluminum foil, and bake in the preheated oven for 45 minutes.; Remove aluminum foil and bake until the meat is no longer pink, the green peppers are tender and the cheese is browned on top, an addition 20 to 25 minutes. | Home; Recipes; Main Dish; Stuffed Main Dishes; Stuffed Bell Peppers
Awesome Slow Cooker Pot Roast | 10K | 6900 | 4.63741683959961 | 8 h 10 m | 2 (10.75 ounce) cans condensed cream of mushroom soup; 1 (1 ounce) package dry onion soup mix; 1 1/4 cups water; 5 1/2 pounds pot roast | In a slow cooker, mix cream of mushroom soup, dry onion soup mix and water. Place pot roast in slow cooker and coat with soup mixture.; Cook on High setting for 3 to 4 hours, or on Low setting for 8 to 9 hours. | Home; Recipes; Main Dish; Roasts
Brown Sugar Meatloaf | 10K | 6292 | 4.57585954666138 | 1 h 30 m | 1/2 cup packed brown sugar; 1/2 cup ketchup; 1 1/2 pounds lean ground beef; 3/4 cup milk; 2 eggs; 1 1/2 teaspoons salt; 1/4 teaspoon ground black pepper; 1 small onion, chopped; 1/4 teaspoon ground ginger; 3/4 cup finely crushed saltine cracker crumbs | Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 5x9 inch loaf pan.; Press the brown sugar in the bottom of the prepared loaf pan and spread the ketchup over the sugar.; In a mixing bowl, mix thoroughly all remaining ingredients and shape into a loaf. Place on top of the ketchup.; Bake in preheated oven for 1 hour or until juices are clear. | Home; Recipes; Main Dish; Meatloaf; Beef Meatloaf
Baked Ziti I | 10K | 5588 | 4.7015323638916 | 55 m | 1 pound dry ziti pasta; 1 onion, chopped; 1 pound lean ground beef; 2 (26 ounce) jars spaghetti sauce; 6 ounces provolone cheese, sliced; 1 1/2 cups sour cream; 6 ounces mozzarella cheese, shredded; 2 tablespoons grated Parmesan cheese | Bring a large pot of lightly salted water to a boil. Add ziti pasta, and cook until al dente, about 8 minutes; drain.; In a large skillet, brown onion and ground beef over medium heat. Add spaghetti sauce, and simmer 15 minutes.; Preheat the oven to 350 degrees F (175 degrees C). Butter a 9x13 inch baking dish. Layer as follows: 1/2 of the ziti, Provolone cheese, sour cream, 1/2 sauce mixture, remaining ziti, mozzarella cheese and remaining sauce mixture. Top with grated Parmesan cheese.; Bake for 30 minutes in the preheated oven, or until cheeses are melted. | Home; Recipes; Pasta and Noodles; Pasta by Shape
Baked Teriyaki Chicken | 12K | 4910 | 4.64798164367676 | 1 h 30 m | 1 tablespoon cornstarch; 1 tablespoon cold water; 1/2 cup white sugar; 1/2 cup soy sauce; 1/4 cup cider vinegar; 1 clove garlic, minced; 1/2 teaspoon ground ginger; 1/4 teaspoon ground black pepper; 12 skinless chicken thighs | In a small saucepan over low heat, combine the cornstarch, cold water, sugar, soy sauce, vinegar, garlic, ginger and ground black pepper. Let simmer, stirring frequently, until sauce thickens and bubbles.; Preheat oven to 425 degrees F (220 degrees C).; Place chicken pieces in a lightly greased 9x13 inch baking dish. Brush chicken with the sauce. Turn pieces over, and brush again.; Bake in the preheated oven for 30 minutes. Turn pieces over, and bake for another 30 minutes, until no longer pink and juices run clear. Brush with sauce every 10 minutes during cooking. | Home; Recipes; Meat and Poultry; Chicken; Chicken Thighs
Sloppy Joes II | 10K | 4861 | 4.65881109237671 | 40 m | 1 pound lean ground beef; 1/4 cup chopped onion; 1/4 cup chopped green bell pepper; 1/2 teaspoon garlic powder; 1 teaspoon prepared yellow mustard; 3/4 cup ketchup; 3 teaspoons brown sugar; salt to taste; ground black pepper to taste | In a medium skillet over medium heat, brown the ground beef, onion, and green pepper; drain off liquids.; Stir in the garlic powder, mustard, ketchup, and brown sugar; mix thoroughly. Reduce heat, and simmer for 30 minutes. Season with salt and pepper. | Home; Recipes; Main Dish; Sandwiches; Sloppy Joes
Chicken Cordon Bleu II | 9K | 4472 | 4.77712249755859 | 1 h | 6 skinless, boneless chicken breast halves; 6 slices Swiss cheese; 6 slices ham; 3 tablespoons all-purpose flour; 1 teaspoon paprika; 6 tablespoons butter; 1/2 cup dry white wine; 1 teaspoon chicken bouillon granules; 1 tablespoon cornstarch; 1 cup heavy whipping cream | Pound chicken breasts if they are too thick. Place a cheese and ham slice on each breast within 1/2 inch of the edges. Fold the edges of the chicken over the filling, and secure with toothpicks. Mix the flour and paprika in a small bowl, and coat the chicken pieces.; Heat the butter in a large skillet over medium-high heat, and cook the chicken until browned on all sides. Add the wine and bouillon. Reduce heat to low, cover, and simmer for 30 minutes, until chicken is no longer pink and juices run clear.; Remove the toothpicks, and transfer the breasts to a warm platter. Blend the cornstarch with the cream in a small bowl, and whisk slowly into the skillet. Cook, stirring until thickened, and pour over the chicken. Serve warm. | Home; Recipes; World Cuisine; European; French
Easy Meatloaf | 14K | 4679 | 4.55137157440186 | 1 h 10 m | 1 1/2 pounds ground beef; 1 egg; 1 onion, chopped; 1 cup milk; 1 cup dried bread crumbs; salt and pepper to taste; 2 tablespoons brown sugar; 2 tablespoons prepared mustard; 1/3 cup ketchup | Preheat oven to 350 degrees F (175 degrees C).; In a large bowl, combine the beef, egg, onion, milk and bread OR cracker crumbs. Season with salt and pepper to taste and place in a lightly greased 5x9 inch loaf pan, OR form into a loaf and place in a lightly greased 9x13 inch baking dish.; In a separate small bowl, combine the brown sugar, mustard and ketchup. Mix well and pour over the meatloaf.; Bake at 350 degrees F (175 degrees C) for 1 hour. | Home; Recipes; Main Dish; Meatloaf; Beef Meatloaf
Zesty Slow Cooker Chicken Barbecue | 9K | 4097 | 4.56992721557617 | 4 h 10 m | 6 frozen skinless, boneless chicken breast halves; 1 (12 ounce) bottle barbeque sauce; 1/2 cup Italian salad dressing; 1/4 cup brown sugar; 2 tablespoons Worcestershire sauce | Place chicken in a slow cooker. In a bowl, mix the barbecue sauce, Italian salad dressing, brown sugar, and Worcestershire sauce. Pour over the chicken.; Cover, and cook 3 to 4 hours on High or 6 to 8 hours on Low. | Home; Recipes; Meat and Poultry; Chicken; Chicken Breasts
Baked Pork Chops I | 7K | 4392 | 4.54619979858398 | 2 h | 6 pork chops; 1 teaspoon garlic powder; 1 teaspoon seasoning salt; 2 egg, beaten; 1/4 cup all-purpose flour; 2 cups Italian-style seasoned bread crumbs; 4 tablespoons olive oil; 1 (10.75 ounce) can condensed cream of mushroom soup; 1/2 cup milk; 1/3 cup white wine | Preheat oven to 350 degrees F (175 degrees C).; Rinse pork chops, pat dry, and season with garlic powder and seasoning salt to taste. Place the beaten eggs in a small bowl. Dredge the pork chops lightly in flour, dip in the egg, and coat liberally with bread crumbs.; Heat the oil in a medium skillet over medium-high heat. Fry the pork chops 5 minutes per side, or until the breading appears well browned. Transfer the chops to a 9x13 inch baking dish, and cover with foil.; Bake in the preheated oven for 1 hour. While baking, combine the cream of mushroom soup, milk and white wine in a medium bowl. After the pork chops have baked for an hour, cover them with the soup mixture. Replace foil, and bake for another 30 minutes. | Home; Recipes; Main Dish; Pork; Pork Chops; Baked
Garlic Chicken | 8K | 3959 | 4.56554746627808 | 55 m | 1/4 cup olive oil; 2 cloves garlic, crushed; 1/4 cup Italian-seasoned bread crumbs; 1/4 cup grated Parmesan cheese; 4 skinless, boneless chicken breast halves | Preheat oven to 425 degrees F (220 degrees C).; Heat olive oil and garlic in a small saucepan over low heat until warmed, 1 to 2 minutes. Transfer garlic and oil to a shallow bowl.; Combine bread crumbs and Parmesan cheese in a separate shallow bowl.; Dip chicken breasts in the olive oil-garlic mixture using tongs; transfer to bread crumb mixture and turn to evenly coat. Transfer coated chicken to a shallow baking dish.; Bake in the preheated oven until no longer pink and juices run clear, 30 to 35 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C). | Home; Recipes; Meat and Poultry; Chicken; Chicken Breasts
Chicken Marsala | 8K | 3624 | 4.53403854370117 | 30 m | 1/4 cup all-purpose flour for coating; 1/2 teaspoon salt; 1/4 teaspoon ground black pepper; 1/2 teaspoon dried oregano; 4 skinless, boneless chicken breast halves - pounded 1/4 inch thick; 4 tablespoons butter; 4 tablespoons olive oil; 1 cup sliced mushrooms; 1/2 cup Marsala wine; 1/4 cup cooking sherry | In a shallow dish or bowl, mix together the flour, salt, pepper and oregano. Coat chicken pieces in flour mixture.; In a large skillet, melt butter in oil over medium heat. Place chicken in the pan, and lightly brown. Turn over chicken pieces, and add mushrooms. Pour in wine and sherry. Cover skillet; simmer chicken 10 minutes, turning once, until no longer pink and juices run clear. | Home; Recipes; World Cuisine; European; Italian
Maple Salmon | 7K | 3255 | 4.66134977340698 | 1 h | 1/4 cup maple syrup; 2 tablespoons soy sauce; 1 clove garlic, minced; 1/4 teaspoon garlic salt; 1/8 teaspoon ground black pepper; 1 pound salmon | In a small bowl, mix the maple syrup, soy sauce, garlic, garlic salt, and pepper.; Place salmon in a shallow glass baking dish, and coat with the maple syrup mixture. Cover the dish, and marinate salmon in the refrigerator 30 minutes, turning once.; Preheat oven to 400 degrees F (200 degrees C).; Place the baking dish in the preheated oven, and bake salmon uncovered 20 minutes, or until easily flaked with a fork. | Home; Recipes; Seafood; Fish; Salmon
Grilled Salmon I | 6K | 3365 | 4.75641822814941 | 2 h 31 m | 1 1/2 pounds salmon fillets; lemon pepper to taste; garlic powder to taste; salt to taste; 1/3 cup soy sauce; 1/3 cup brown sugar; 1/3 cup water; 1/4 cup vegetable oil | Season salmon fillets with lemon pepper, garlic powder, and salt.; In a small bowl, stir together soy sauce, brown sugar, water, and vegetable oil until sugar is dissolved. Place fish in a large resealable plastic bag with the soy sauce mixture, seal, and turn to coat. Refrigerate for at least 2 hours.; Preheat grill for medium heat.; Lightly oil grill grate. Place salmon on the preheated grill, and discard marinade. Cook salmon for 6 to 8 minutes per side, or until the fish flakes easily with a fork. | Home; Recipes; Seafood; Fish; Salmon
Slow Cooker Pulled Pork | 6K | 3440 | 4.61128520965576 | 7 h 10 m | 1 (2 pound) pork tenderloin; 1 (12 fluid ounce) can or bottle root beer; 1 (18 ounce) bottle your favorite barbecue sauce; 8 hamburger buns, split and lightly toasted | Place the pork tenderloin in a slow cooker; pour the root beer over the meat. Cover and cook on low until well cooked and the pork shreds easily, 6 to 7 hours. Note: the actual length of time may vary according to individual slow cooker. Drain well. Stir in barbecue sauce. Serve over hamburger buns. | Home; Recipes; Everyday Cooking
Salsa Chicken | 6K | 3136 | 4.62147665023804 | 45 m | 4 skinless, boneless chicken breast halves; 4 teaspoons taco seasoning mix; 1 cup salsa; 1 cup shredded Cheddar cheese; 2 tablespoons sour cream (optional) | Preheat oven to 375 degrees F (190 degrees C); Place chicken breasts in a lightly greased 9x13 inch baking dish. Sprinkle taco seasoning on both sides of chicken breasts, and pour salsa over all.; Bake at 375 degrees F (190 degrees C) for 25 to 35 minutes, or until chicken is tender and juicy and its juices run clear.; Sprinkle chicken evenly with cheese, and continue baking for an additional 3 to 5 minutes, or until cheese is melted and bubbly. Top with sour cream if desired, and serve. | Home; Recipes; World Cuisine; Latin American; Mexican
Chicken Enchiladas II | 6K | 3148 | 4.56278419494629 | 45 m | 1 tablespoon butter; 1/2 cup chopped green onions; 1/2 teaspoon garlic powder; 1 (4 ounce) can diced green chiles; 1 (10.75 ounce) can condensed cream of mushroom soup; 1/2 cup sour cream; 1 1/2 cups cubed cooked chicken breast meat; 1 cup shredded Cheddar cheese, divided; 6 (12 inch) flour tortillas; 1/4 cup milk | Preheat oven to 350 degrees F (175 degrees C). Lightly grease a large baking dish.; In a medium saucepan over medium heat, melt the butter and saute the green onion until tender (about 3 to 4 minutes). Add the garlic powder, then stir in the green chiles, cream of mushroom soup and sour cream. Mix well. Reserve 3/4 of this sauce and set aside. To the remaining 1/4 of the sauce in the saucepan, add the chicken and 1/2 cup of shredded Cheddar cheese. Stir together.; Fill each flour tortilla with the chicken mixture and roll up. Place seam side down in the prepared baking dish.; In a small bowl combine the reserved 3/4 of the sauce with the milk. Spoon this mixture over the rolled tortillas and top with the remaining 1/2 cup of shredded Cheddar cheese. Bake in the preheated oven for 30 to 35 minutes, or until cheese is bubbly. | Home; Recipes; World Cuisine; Latin American; Mexican
Roast Sticky Chicken-Rotisserie Style | 7K | 3387 | 4.69105863571167 | 9 h 10 m | 4 teaspoons salt; 2 teaspoons paprika; 1 teaspoon onion powder; 1 teaspoon dried thyme; 1 teaspoon white pepper; 1/2 teaspoon cayenne pepper; 1/2 teaspoon black pepper; 1/2 teaspoon garlic powder; 2 onions, quartered; 2 (4 pound) whole chickens | In a small bowl, mix together salt, paprika, onion powder, thyme, white pepper, black pepper, cayenne pepper, and garlic powder. Remove and discard giblets from chicken. Rinse chicken cavity, and pat dry with paper towel. Rub each chicken inside and out with spice mixture. Place 1 onion into the cavity of each chicken. Place chickens in a resealable bag or double wrap with plastic wrap. Refrigerate overnight, or at least 4 to 6 hours.; Preheat oven to 250 degrees F (120 degrees C).; Place chickens in a roasting pan. Bake uncovered for 5 hours, to a minimum internal temperature of 180 degrees F (85 degrees C). Let the chickens stand for 10 minutes before carving. | Home; Recipes; Everyday Cooking
Rosemary Ranch Chicken Kabobs | 6K | 3006 | 4.70662212371826 | 1 h | 1/2 cup olive oil; 1/2 cup ranch dressing; 3 tablespoons Worcestershire sauce; 1 tablespoon minced fresh rosemary; 2 teaspoons salt; 1 teaspoon lemon juice; 1 teaspoon white vinegar; 1/4 teaspoon ground black pepper, or to taste; 1 tablespoon white sugar, or to taste (optional); 5 skinless, boneless chicken breast halves - cut into 1 inch cubes | In a medium bowl, stir together the olive oil, ranch dressing, Worcestershire sauce, rosemary, salt, lemon juice, white vinegar, pepper, and sugar. Let stand for 5 minutes. Place chicken in the bowl, and stir to coat with the marinade. Cover and refrigerate for 30 minutes.; Preheat the grill for medium-high heat. Thread chicken onto skewers and discard marinade.; Lightly oil the grill grate. Grill skewers for 8 to 12 minutes, or until the chicken is no longer pink in the center, and the juices run clear. | Home; Recipes; Meat and Poultry; Chicken; Chicken Breasts
Easy Slow Cooker French Dip | 4K | 2791 | 4.50451564788818 | 7 h 10 m | 4 pounds rump roast; 1 (10.5 ounce) can beef broth; 1 (10.5 ounce) can condensed French onion soup; 1 (12 fluid ounce) can or bottle beer; 6 French rolls; 2 tablespoons butter | Trim excess fat from the rump roast, and place in a slow cooker. Add the beef broth, onion soup and beer. Cook on Low setting for 7 hours.; Preheat oven to 350 degrees F (175 degrees C).; Split French rolls, and spread with butter. Bake 10 minutes, or until heated through.; Slice the meat on the diagonal, and place on the rolls. Serve the sauce for dipping. | Home; Recipes; Main Dish; Sandwiches; Beef
Burrito Pie | 4K | 2777 | 4.55934810638428 | 1 h | 2 pounds ground beef; 1 onion, chopped; 2 teaspoons minced garlic; 1 (2 ounce) can black olives, sliced; 1 (4 ounce) can diced green chili peppers; 1 (10 ounce) can diced tomatoes with green chile peppers; 1 (16 ounce) jar taco sauce; 2 (16 ounce) cans refried beans; 12 (8 inch) flour tortillas; 9 ounces shredded Colby cheese | Preheat oven to 350 degrees F (175 degrees C).; In a large skillet over medium heat, saute the ground beef for 5 minutes. Add the onion and garlic, and saute for 5 more minutes. Drain any excess fat, if desired. Mix in the olives, green chile peppers, tomatoes with green chile peppers, taco sauce and refried beans. Stir mixture thoroughly, reduce heat to low, and let simmer for 15 to 20 minutes.; Spread a thin layer of the meat mixture in the bottom of a 4 quart casserole dish. Cover with a layer of tortillas followed by more meat mixture, then a layer of cheese. Repeat tortilla, meat, cheese pattern until all the tortillas are used, topping off with a layer of meat mixture and cheese.; Bake for 20 to 30 minutes in the preheated oven, or until cheese is slightly brown and bubbly. | Home; Recipes; World Cuisine; Latin American; Mexican
